car_brand,car_tier,car_segment,damage_location,car_age,damage_type,damage_ratio,internal_damage_flag,car_model_val,repair_cost
Volvo,Luxury,Sedan,side,3,glass_damage,0.017,0,26.83,29600
Nissan,Economy,Hatchback,side,6,dent,0.229,0,3.15,5000
Nissan,Economy,Hatchback,front,3,dent,0.278,0,4.39,7500
Nissan,Economy,Sedan,front,2,lamp_broken,0.109,0,6.73,6900
Tata,Economy,Hatchback,side,3,dent,0.163,0,4.12,5900
Renault,Economy,Sedan,rear,14,dent,0.143,0,1.58,3500
Hyundai,Economy,Hatchback,front,4,scratch,0.301,0,3.92,3400
Renault,Economy,Sedan,rear,9,glass_damage,0.074,0,2.62,4800
Jaguar,Luxury,Sedan,rear,5,glass_damage,0.104,0,22.94,35700
Kia,Mid,SUV,rear,3,dent,0.074,0,12.42,7500
Nissan,Economy,SUV,rear,7,glass_damage,0.176,0,5.3,8800
Hyundai,Economy,Sedan,side,7,scratch,0.198,0,4.11,2600
Skoda,Mid,SUV,front,5,dent,0.031,0,10.3,7400
Honda,Mid,SUV,rear,6,scratch,0.06,0,9.1,2300
Honda,Mid,SUV,side,3,scratch,0.125,0,12.0,4300
Nissan,Economy,Hatchback,side,9,glass_damage,0.131,0,2.27,5300
Maruti Suzuki,Economy,Hatchback,front,5,scratch,0.192,0,3.38,2800
Volkswagen,Mid,Hatchback,front,8,scratch,0.086,0,3.73,3300
Skoda,Mid,SUV,front,6,scratch,0.097,0,9.0,3600
Skoda,Mid,Sedan,front,8,glass_damage,0.216,0,5.28,15900
Jaguar,Luxury,SUV,front,9,dent,0.227,1,17.76,75800
Toyota,Mid,SUV,rear,3,dent,0.155,0,12.27,10500
BMW,Luxury,SUV,front,5,glass_damage,0.072,0,31.04,52300
Renault,Economy,Sedan,rear,7,glass_damage,0.052,0,4.21,4600
Hyundai,Economy,SUV,front,7,dent,0.097,0,4.86,5800
Skoda,Mid,SUV,side,5,glass_damage,0.151,0,10.29,16800
Honda,Mid,Sedan,side,1,glass_damage,0.242,0,10.68,17900
Tata,Economy,Hatchback,front,6,dent,0.145,0,3.11,4600
Tata,Economy,Hatchback,rear,3,dent,0.045,0,4.23,2600
Toyota,Mid,Hatchback,front,2,scratch,0.171,0,6.57,4800
Skoda,Mid,Sedan,front,1,glass_damage,0.352,0,10.96,21500
Maruti Suzuki,Economy,Sedan,front,5,glass_damage,0.061,0,5.0,7400
Skoda,Mid,SUV,rear,3,dent,0.206,0,13.11,13300
Tata,Economy,Hatchback,side,6,scratch,0.158,0,3.23,2000
BMW,Luxury,Sedan,front,10,damaged_tire,0.095,0,10.29,16500
MG,Mid,SUV,side,6,scratch,0.194,0,8.74,4800
Skoda,Mid,SUV,rear,2,dent,0.147,0,13.71,13300
Honda,Mid,Sedan,side,11,scratch,0.036,0,2.73,1700
Kia,Mid,SUV,rear,4,dent,0.1,0,11.7,9000
Renault,Economy,Sedan,front,4,scratch,0.127,0,5.82,2700
Nissan,Economy,Hatchback,rear,6,scratch,0.114,0,2.98,1600
MG,Mid,Sedan,front,3,scratch,0.04,0,9.45,2900
Renault,Economy,SUV,front,4,scratch,0.184,0,6.85,3600
Skoda,Mid,Hatchback,side,7,lamp_broken,0.066,0,3.81,8000
Maruti Suzuki,Economy,Hatchback,rear,6,glass_damage,0.066,0,3.11,4600
Renault,Economy,Hatchback,front,5,scratch,0.173,0,3.99,2700
MG,Mid,Sedan,front,5,dent,0.069,0,7.74,8300
Maruti Suzuki,Economy,SUV,front,8,scratch,0.097,0,4.69,2400
Audi,Luxury,SUV,rear,7,dent,0.119,0,28.65,19700
Renault,Economy,Hatchback,rear,5,scratch,0.068,0,3.24,1500
Nissan,Economy,Sedan,front,3,scratch,0.205,0,6.24,3500
Renault,Economy,Sedan,front,2,scratch,0.052,0,6.83,1800
Hyundai,Economy,Sedan,rear,5,dent,0.092,0,5.04,3800
Nissan,Economy,Sedan,front,5,scratch,0.25,0,5.49,3300
Maruti Suzuki,Economy,Hatchback,front,12,scratch,0.059,0,1.5,1200
Renault,Economy,Hatchback,side,4,lamp_broken,0.088,0,4.05,4500
Honda,Mid,SUV,side,4,scratch,0.087,0,11.75,3800
Mercedes,Luxury,Sedan,front,5,damaged_tire,0.213,0,22.16,27200
Skoda,Mid,SUV,rear,8,lamp_broken,0.104,0,7.68,10800
Renault,Economy,Sedan,rear,14,glass_damage,0.093,0,1.75,4700
MG,Mid,SUV,rear,5,dent,0.128,0,11.15,9400
Hyundai,Economy,Sedan,rear,9,scratch,0.062,0,2.93,1300
Tata,Economy,Hatchback,front,7,dent,0.06,0,2.72,3400
Nissan,Economy,Hatchback,side,4,damaged_tire,0.108,0,3.96,3800
Skoda,Mid,SUV,front,6,dent,0.115,0,10.13,11000
Hyundai,Economy,Hatchback,front,5,damaged_tire,0.168,0,3.49,4800
Renault,Economy,Sedan,rear,4,dent,0.075,0,5.43,3100
Mercedes,Luxury,Sedan,rear,7,lamp_broken,0.124,0,18.67,28400
Kia,Mid,SUV,front,3,dent,0.134,0,13.28,13400
Toyota,Mid,Sedan,front,3,glass_damage,0.152,0,9.32,16800
Maruti Suzuki,Economy,Hatchback,front,1,glass_damage,0.269,0,4.58,10400
MG,Mid,Hatchback,front,7,scratch,0.18,0,3.96,3800
Tata,Economy,Sedan,front,3,lamp_broken,0.045,0,6.37,5000
Skoda,Mid,SUV,rear,3,scratch,0.164,0,11.19,4300
Hyundai,Economy,Hatchback,rear,3,scratch,0.122,0,4.25,1600
Honda,Mid,Hatchback,rear,4,scratch,0.124,0,5.95,2900
Hyundai,Economy,Hatchback,front,8,dent,0.046,0,2.2,2600
Nissan,Economy,Hatchback,side,3,lamp_broken,0.086,0,4.26,4200
Kia,Mid,SUV,front,9,damaged_tire,0.076,0,6.32,7700
Tata,Economy,Sedan,side,3,damaged_tire,0.137,0,6.38,5100
Nissan,Economy,Hatchback,rear,3,scratch,0.049,0,4.33,1300
Toyota,Mid,SUV,front,13,scratch,0.109,0,3.09,3300
Honda,Mid,Hatchback,rear,7,dent,0.146,0,4.35,7300
Nissan,Economy,Hatchback,rear,20,glass_damage,0.123,0,1.5,4300
Honda,Mid,Sedan,rear,1,dent,0.159,0,12.16,10000
Audi,Luxury,SUV,side,15,dent,0.153,1,9.16,50500
Nissan,Economy,Hatchback,rear,11,glass_damage,0.29,0,1.5,5500
Mercedes,Luxury,Sedan,front,12,glass_damage,0.128,0,7.58,38400
Audi,Luxury,Sedan,rear,5,lamp_broken,0.185,0,24.13,36400
Hyundai,Economy,Sedan,front,5,lamp_broken,0.031,0,5.34,4600
Nissan,Economy,Hatchback,side,16,dent,0.123,0,1.5,3200
Skoda,Mid,Sedan,front,2,scratch,0.098,0,10.01,4400
Kia,Mid,SUV,front,7,dent,0.116,0,8.17,12000
Toyota,Mid,Hatchback,rear,12,scratch,0.251,0,1.5,3200
MG,Mid,SUV,side,2,scratch,0.048,0,14.09,3400
Hyundai,Economy,Hatchback,rear,10,dent,0.111,0,1.53,3300
Volkswagen,Mid,Sedan,front,7,damaged_tire,0.251,0,6.36,8800
Kia,Mid,Sedan,front,2,glass_damage,0.16,0,10.51,17000
Nissan,Economy,Hatchback,front,0,scratch,0.241,0,5.36,3300
Nissan,Economy,SUV,front,4,dent,0.179,0,7.42,7500
MG,Mid,SUV,front,4,dent,0.157,1,10.61,32200
Maruti Suzuki,Economy,Hatchback,side,2,scratch,0.283,0,4.61,2800
Nissan,Economy,Hatchback,rear,3,dent,0.078,0,4.62,3200
Tata,Economy,Hatchback,side,3,glass_damage,0.086,0,4.38,4800
Nissan,Economy,Hatchback,side,2,damaged_tire,0.097,0,4.98,4400
Kia,Mid,Sedan,front,3,dent,0.063,0,9.78,7900
Tata,Economy,Hatchback,rear,4,glass_damage,0.09,0,3.72,5500
Renault,Economy,Hatchback,side,4,dent,0.117,0,4.18,3900
Hyundai,Economy,Sedan,rear,3,glass_damage,0.049,0,6.21,5200
Toyota,Mid,Sedan,rear,3,glass_damage,0.105,0,9.23,10900
Nissan,Economy,Hatchback,front,6,dent,0.079,0,3.2,3600
Nissan,Economy,Sedan,front,5,lamp_broken,0.026,0,5.36,4100
Kia,Mid,SUV,front,5,glass_damage,0.323,0,10.61,26300
Maruti Suzuki,Economy,Hatchback,side,7,scratch,0.128,0,2.68,1800
Nissan,Economy,Hatchback,side,3,scratch,0.082,0,4.13,1700
Volkswagen,Mid,Sedan,side,2,scratch,0.036,0,11.18,2400
Hyundai,Economy,Hatchback,front,4,damaged_tire,0.153,0,3.79,4700
Renault,Economy,Hatchback,front,1,dent,0.131,0,5.08,5200
Mercedes,Luxury,Sedan,front,5,dent,0.12,0,23.06,23100
Tata,Economy,Hatchback,rear,7,dent,0.106,0,2.79,3400
Tata,Economy,Hatchback,front,3,glass_damage,0.176,0,4.21,8400
Skoda,Mid,SUV,front,7,lamp_broken,0.16,0,8.27,19400
Renault,Economy,SUV,side,1,dent,0.091,0,9.25,5400
Hyundai,Economy,SUV,front,7,damaged_tire,0.145,0,5.18,5900
Honda,Mid,SUV,front,8,scratch,0.202,0,7.17,5300
Toyota,Mid,SUV,rear,2,scratch,0.112,0,14.34,4100
Tata,Economy,Sedan,side,8,scratch,0.164,0,3.35,2100
Renault,Economy,Hatchback,side,13,dent,0.014,0,1.5,1400
Skoda,Mid,SUV,rear,4,damaged_tire,0.037,0,12.0,5800
Hyundai,Economy,Sedan,rear,4,glass_damage,0.086,0,5.92,6100
Tata,Economy,Hatchback,rear,5,glass_damage,0.051,0,3.21,4900
Hyundai,Economy,Hatchback,front,2,dent,0.175,0,5.08,5800
Tata,Economy,SUV,front,5,scratch,0.195,0,5.64,4100
Renault,Economy,Hatchback,side,9,glass_damage,0.11,0,2.14,5900
Tata,Economy,Hatchback,rear,4,glass_damage,0.042,0,3.87,5000
Maruti Suzuki,Economy,Hatchback,rear,1,scratch,0.063,0,5.38,1400
Tata,Economy,Hatchback,rear,9,scratch,0.057,0,2.04,1200
Tata,Economy,SUV,side,13,scratch,0.169,0,1.87,2500
Maruti Suzuki,Economy,SUV,front,5,scratch,0.062,0,6.77,2400
Tata,Economy,Hatchback,side,3,lamp_broken,0.255,0,4.53,7100
Skoda,Mid,Hatchback,rear,2,scratch,0.047,0,6.5,2300
Kia,Mid,SUV,side,9,dent,0.092,0,5.71,8700
Renault,Economy,Sedan,front,8,dent,0.122,0,3.61,4600
MG,Mid,SUV,rear,4,dent,0.114,0,11.08,9500
Renault,Economy,Hatchback,rear,4,lamp_broken,0.265,0,4.01,7300
Honda,Mid,SUV,front,11,glass_damage,0.31,0,3.62,17500
Audi,Luxury,Sedan,front,7,damaged_tire,0.249,0,18.22,28000
Tata,Economy,Hatchback,front,8,dent,0.122,0,2.61,4900
Maruti Suzuki,Economy,Hatchback,front,5,dent,0.155,0,3.33,6100
Skoda,Mid,SUV,front,1,lamp_broken,0.267,0,14.74,28100
Tata,Economy,Hatchback,side,4,lamp_broken,0.075,0,3.84,4700
Maruti Suzuki,Economy,SUV,rear,4,dent,0.336,0,6.53,8900
Renault,Economy,SUV,rear,10,scratch,0.059,0,2.91,1600
Maruti Suzuki,Economy,Hatchback,side,5,dent,0.076,0,3.33,3300
Honda,Mid,SUV,front,1,scratch,0.142,0,14.24,5500
Maruti Suzuki,Economy,Hatchback,side,9,lamp_broken,0.127,0,2.17,4500
Hyundai,Economy,Hatchback,front,12,lamp_broken,0.353,0,1.5,7900
Maruti Suzuki,Economy,Sedan,rear,2,damaged_tire,0.18,0,7.28,5100
Renault,Economy,Sedan,front,5,dent,0.071,0,5.47,4400
Skoda,Mid,SUV,front,9,scratch,0.32,0,6.01,7600
Maruti Suzuki,Economy,Hatchback,rear,8,scratch,0.286,0,1.88,2200
Renault,Economy,Hatchback,front,3,scratch,0.078,0,4.54,1800
Tata,Economy,SUV,rear,5,dent,0.278,0,6.13,8100
MG,Mid,SUV,rear,3,scratch,0.108,0,12.8,3400
Nissan,Economy,Hatchback,rear,6,dent,0.193,0,3.05,4200
Nissan,Economy,Hatchback,rear,15,glass_damage,0.094,0,1.5,3900
Jaguar,Luxury,SUV,side,4,glass_damage,0.028,0,33.93,40800
Nissan,Economy,Hatchback,front,4,lamp_broken,0.065,0,4.03,5600
Hyundai,Economy,Hatchback,side,6,glass_damage,0.207,0,3.21,6400
Maruti Suzuki,Economy,Hatchback,front,2,glass_damage,0.17,0,4.94,8900
BMW,Luxury,SUV,rear,10,dent,0.172,0,15.2,23300
Hyundai,Economy,Sedan,side,3,scratch,0.097,0,6.43,1900
Audi,Luxury,Sedan,rear,8,lamp_broken,0.162,0,16.0,29800
Toyota,Mid,Sedan,rear,6,dent,0.019,0,7.2,3700
Renault,Economy,SUV,rear,6,dent,0.088,0,5.65,4100
Toyota,Mid,Sedan,rear,9,scratch,0.102,0,4.84,2700
Mercedes,Luxury,Sedan,rear,7,glass_damage,0.014,0,16.64,27100
Renault,Economy,SUV,front,1,damaged_tire,0.084,0,8.92,6200
Volkswagen,Mid,Sedan,side,4,glass_damage,0.088,0,9.0,10500
Volkswagen,Mid,Sedan,rear,4,dent,0.069,0,8.45,6500
Maruti Suzuki,Economy,Hatchback,front,7,lamp_broken,0.092,0,2.81,5000
Tata,Economy,Hatchback,rear,11,dent,0.179,0,1.5,3400
Audi,Luxury,SUV,rear,3,lamp_broken,0.253,0,38.67,49900
Hyundai,Economy,SUV,front,12,lamp_broken,0.087,0,1.97,4900
Nissan,Economy,SUV,front,8,damaged_tire,0.347,0,4.43,9300
BMW,Luxury,Sedan,side,11,lamp_broken,0.132,0,8.15,24200
Volvo,Luxury,SUV,front,6,glass_damage,0.132,0,28.52,53100
Nissan,Economy,SUV,front,5,damaged_tire,0.144,0,6.04,6400
Skoda,Mid,Sedan,rear,2,glass_damage,0.172,0,10.82,13400
Maruti Suzuki,Economy,Hatchback,front,12,lamp_broken,0.162,0,1.5,5300
Renault,Economy,Hatchback,front,2,scratch,0.031,0,4.41,1500
Volvo,Luxury,SUV,side,1,lamp_broken,0.219,0,48.32,54700
Hyundai,Economy,Hatchback,front,7,dent,0.065,0,2.81,3000
Volkswagen,Mid,SUV,side,11,glass_damage,0.159,0,3.59,13000
Hyundai,Economy,Hatchback,front,2,glass_damage,0.156,0,4.84,8800
Maruti Suzuki,Economy,Sedan,rear,6,lamp_broken,0.22,0,4.23,6600
MG,Mid,Sedan,side,3,scratch,0.101,0,10.12,3400
BMW,Luxury,SUV,front,5,dent,0.111,0,29.13,28700
Toyota,Mid,SUV,front,12,dent,0.021,0,3.31,6200
Toyota,Mid,Sedan,rear,8,damaged_tire,0.161,0,5.4,5900
Maruti Suzuki,Economy,Hatchback,rear,1,glass_damage,0.019,0,5.56,4700
Mercedes,Luxury,Sedan,front,3,dent,0.01,0,29.31,14100
Skoda,Mid,SUV,front,6,damaged_tire,0.14,0,10.17,8500
Nissan,Economy,SUV,side,3,dent,0.121,0,7.93,5500
Renault,Economy,Hatchback,side,3,scratch,0.168,0,4.26,2100
Skoda,Mid,SUV,rear,7,dent,0.15,0,7.79,8700
Toyota,Mid,SUV,side,7,lamp_broken,0.067,0,8.54,11800
Hyundai,Economy,Sedan,side,11,dent,0.136,0,2.0,3700
Maruti Suzuki,Economy,Hatchback,front,5,glass_damage,0.291,0,3.29,8600
Tata,Economy,Sedan,rear,8,scratch,0.144,0,3.64,1700
Volvo,Luxury,SUV,side,3,glass_damage,0.148,0,39.56,58300
Volvo,Luxury,SUV,rear,6,dent,0.135,0,29.66,22800
Maruti Suzuki,Economy,Sedan,side,3,dent,0.054,0,6.36,3300
Renault,Economy,Sedan,front,5,glass_damage,0.179,0,4.88,9400
Hyundai,Economy,Sedan,side,6,damaged_tire,0.17,0,4.54,4400
Hyundai,Economy,Hatchback,side,3,glass_damage,0.194,0,4.35,7100
Volkswagen,Mid,SUV,front,8,dent,0.088,0,7.33,10600
Hyundai,Economy,Hatchback,rear,4,glass_damage,0.058,0,4.24,5000
Tata,Economy,Hatchback,front,0,glass_damage,0.121,0,5.72,8000
Mercedes,Luxury,Sedan,side,10,scratch,0.222,0,10.41,11700
Volvo,Luxury,SUV,rear,5,damaged_tire,0.07,0,30.36,17800
Hyundai,Economy,SUV,front,10,glass_damage,0.076,0,3.01,8500
Toyota,Mid,SUV,rear,6,lamp_broken,0.22,0,8.73,21200
Maruti Suzuki,Economy,Sedan,front,7,glass_damage,0.086,0,4.25,6900
Hyundai,Economy,SUV,rear,1,dent,0.043,0,9.59,3500
BMW,Luxury,Sedan,front,14,damaged_tire,0.237,0,6.82,19900
Volvo,Luxury,SUV,side,8,damaged_tire,0.1,0,22.71,19000
Kia,Mid,SUV,front,5,scratch,0.049,0,10.93,3200
Renault,Economy,Hatchback,rear,8,scratch,0.024,0,2.17,900
Hyundai,Economy,SUV,front,2,scratch,0.052,0,9.26,2200
Toyota,Mid,Sedan,front,2,scratch,0.136,0,9.89,5100
Renault,Economy,SUV,rear,6,scratch,0.139,0,6.28,2200
Maruti Suzuki,Economy,Hatchback,rear,5,scratch,0.188,0,3.61,2300
Tata,Economy,Hatchback,rear,10,glass_damage,0.112,0,1.58,4600
Toyota,Mid,Sedan,front,6,scratch,0.048,0,6.63,2700
Skoda,Mid,SUV,rear,3,dent,0.193,0,11.23,12200
Audi,Luxury,Sedan,side,1,dent,0.046,0,36.63,15900
Renault,Economy,Hatchback,rear,6,scratch,0.169,0,3.08,1800
Nissan,Economy,Hatchback,front,9,glass_damage,0.14,0,1.89,7200
Toyota,Mid,SUV,front,9,glass_damage,0.332,0,6.02,20900
Hyundai,Economy,Sedan,front,16,lamp_broken,0.065,0,1.64,4100
Renault,Economy,Sedan,rear,4,scratch,0.178,0,5.84,2400
Maruti Suzuki,Economy,Hatchback,side,3,damaged_tire,0.052,0,4.37,3300
Maruti Suzuki,Economy,Hatchback,rear,4,scratch,0.158,0,4.46,1900
Toyota,Mid,Sedan,front,3,damaged_tire,0.059,0,10.1,6500
Tata,Economy,Sedan,rear,8,glass_damage,0.159,0,3.36,5500
Tata,Economy,Sedan,front,3,scratch,0.132,0,6.32,2700
Honda,Mid,SUV,side,5,damaged_tire,0.125,0,10.41,8500
Renault,Economy,Hatchback,side,4,dent,0.134,0,3.91,4200
Tata,Economy,Hatchback,rear,10,lamp_broken,0.282,0,1.77,6700
Hyundai,Economy,Hatchback,rear,1,dent,0.095,0,5.03,3400
Nissan,Economy,SUV,rear,6,glass_damage,0.059,0,5.44,5700
Honda,Mid,SUV,front,3,dent,0.116,0,12.7,13300
Maruti Suzuki,Economy,Hatchback,front,11,dent,0.196,1,1.5,15200
Nissan,Economy,SUV,front,2,scratch,0.086,0,9.02,3100
Mercedes,Luxury,SUV,front,7,damaged_tire,0.145,0,26.28,22900
Nissan,Economy,Sedan,side,2,glass_damage,0.081,0,6.34,7000
Renault,Economy,Hatchback,side,9,scratch,0.122,0,2.05,1600
Skoda,Mid,SUV,rear,5,dent,0.155,0,10.52,10200
Tata,Economy,SUV,front,2,dent,0.023,0,8.29,3700
Audi,Luxury,SUV,front,4,dent,0.027,0,35.81,17700
Mercedes,Luxury,Sedan,rear,5,dent,0.092,0,22.81,17400
Jaguar,Luxury,SUV,front,7,glass_damage,0.157,0,27.39,54600
Hyundai,Economy,SUV,rear,5,dent,0.045,0,7.07,3400
Mercedes,Luxury,Sedan,side,9,dent,0.325,0,12.45,31100
Hyundai,Economy,Hatchback,front,16,lamp_broken,0.236,1,1.5,15600
Renault,Economy,Sedan,side,3,lamp_broken,0.173,0,6.07,7200
Nissan,Economy,Hatchback,front,2,scratch,0.02,0,4.71,1300
Tata,Economy,SUV,front,3,dent,0.171,1,7.41,17900
Maruti Suzuki,Economy,Sedan,front,3,dent,0.135,0,6.62,6100
MG,Mid,SUV,side,6,scratch,0.147,0,9.52,4500
Toyota,Mid,SUV,side,9,scratch,0.08,0,5.84,3200
Nissan,Economy,Hatchback,rear,16,scratch,0.031,0,1.5,800
Mercedes,Luxury,Sedan,side,5,dent,0.168,0,23.44,25800
Renault,Economy,Sedan,front,8,dent,0.123,0,3.52,4500
Mercedes,Luxury,SUV,side,7,dent,0.214,0,24.54,27400
Volkswagen,Mid,Sedan,front,3,scratch,0.217,0,9.04,5400
Maruti Suzuki,Economy,Hatchback,front,8,scratch,0.204,0,2.28,2400
Volvo,Luxury,SUV,front,7,scratch,0.101,0,24.53,11200
MG,Mid,SUV,front,7,dent,0.141,0,7.89,12300
Kia,Mid,SUV,side,1,scratch,0.087,0,14.47,4100
MG,Mid,Sedan,side,6,scratch,0.062,0,7.04,2500
Skoda,Mid,Sedan,front,2,dent,0.082,0,9.78,9800
Volkswagen,Mid,SUV,side,1,scratch,0.272,0,13.44,6900
Maruti Suzuki,Economy,Hatchback,front,3,scratch,0.171,0,4.02,2800
Hyundai,Economy,Hatchback,rear,2,lamp_broken,0.076,0,4.8,3900
Volkswagen,Mid,SUV,rear,1,dent,0.325,0,13.87,19400
Honda,Mid,SUV,front,4,glass_damage,0.098,0,11.39,18800
Maruti Suzuki,Economy,Hatchback,front,3,scratch,0.088,0,3.88,2000
Nissan,Economy,Hatchback,side,6,scratch,0.128,0,3.39,1900
Renault,Economy,Hatchback,side,6,glass_damage,0.175,0,3.15,6400
Renault,Economy,Hatchback,rear,8,dent,0.098,0,2.43,2800
Renault,Economy,Hatchback,side,2,dent,0.232,0,4.81,6800
Tata,Economy,Sedan,rear,7,glass_damage,0.126,0,4.03,5600
Volkswagen,Mid,Sedan,rear,1,dent,0.126,0,10.86,9400
Hyundai,Economy,Hatchback,rear,2,dent,0.13,0,4.55,4200
Hyundai,Economy,Hatchback,front,2,scratch,0.166,0,4.89,2900
Toyota,Mid,SUV,front,10,dent,0.166,0,5.46,12800
Tata,Economy,Sedan,side,11,lamp_broken,0.073,0,1.8,3700
Volvo,Luxury,Sedan,front,0,scratch,0.11,0,35.28,11200
Tata,Economy,Hatchback,front,9,damaged_tire,0.099,0,2.01,3800
Nissan,Economy,Hatchback,rear,2,damaged_tire,0.165,0,4.65,5300
Tata,Economy,Sedan,rear,3,dent,0.03,0,6.4,2500
Skoda,Mid,Sedan,front,3,damaged_tire,0.12,0,9.51,8800
Toyota,Mid,Sedan,front,9,lamp_broken,0.066,0,4.3,12200
Tata,Economy,SUV,rear,9,scratch,0.11,0,3.66,2000
Kia,Mid,Sedan,rear,3,scratch,0.105,0,9.22,3100
Tata,Economy,Hatchback,front,2,glass_damage,0.251,0,4.75,10000
Tata,Economy,Hatchback,rear,1,dent,0.101,0,4.75,4100
Maruti Suzuki,Economy,Hatchback,front,5,dent,0.115,0,3.46,5100
Hyundai,Economy,Hatchback,front,4,lamp_broken,0.177,0,3.9,7700
Tata,Economy,Hatchback,front,6,glass_damage,0.029,0,3.24,4700
MG,Mid,Sedan,rear,6,scratch,0.202,0,6.89,3700
Renault,Economy,Hatchback,side,2,dent,0.166,0,4.96,5300
Audi,Luxury,Sedan,front,6,damaged_tire,0.016,0,21.12,10600
MG,Mid,SUV,rear,3,glass_damage,0.213,0,13.19,15500
Renault,Economy,Sedan,side,4,dent,0.066,0,5.37,3700
Maruti Suzuki,Economy,Hatchback,side,2,dent,0.063,0,4.92,3200
Honda,Mid,Sedan,front,9,scratch,0.197,0,4.52,4400
Volvo,Luxury,SUV,front,5,lamp_broken,0.172,1,33.53,87000
Audi,Luxury,Sedan,rear,5,dent,0.117,0,21.03,20500
Renault,Economy,Hatchback,front,7,dent,0.052,0,2.63,2900
Tata,Economy,Sedan,rear,9,glass_damage,0.139,0,3.1,5800
Toyota,Mid,Sedan,rear,4,dent,0.068,0,9.33,5200
Kia,Mid,SUV,rear,9,lamp_broken,0.094,0,6.03,12400
Renault,Economy,Hatchback,front,5,dent,0.175,0,3.46,6000
Hyundai,Economy,Hatchback,rear,3,scratch,0.01,0,4.47,800
Maruti Suzuki,Economy,Hatchback,side,7,scratch,0.044,0,2.74,1300
BMW,Luxury,SUV,rear,8,scratch,0.091,0,20.7,8900
Jaguar,Luxury,SUV,front,3,dent,0.088,0,37.38,25700
Maruti Suzuki,Economy,Sedan,front,1,dent,0.173,1,7.75,17900
Tata,Economy,Hatchback,side,10,glass_damage,0.183,0,1.64,5400
Hyundai,Economy,SUV,side,9,dent,0.043,0,3.73,3600
Nissan,Economy,Hatchback,rear,4,lamp_broken,0.126,0,3.89,4400
Toyota,Mid,SUV,side,5,glass_damage,0.037,0,11.05,11700
Nissan,Economy,Sedan,front,4,damaged_tire,0.018,0,5.66,3800
Toyota,Mid,Sedan,rear,5,damaged_tire,0.146,0,7.29,7500
Maruti Suzuki,Economy,Hatchback,front,1,scratch,0.026,0,5.39,1300
Maruti Suzuki,Economy,SUV,side,9,glass_damage,0.044,0,3.91,6800
Hyundai,Economy,Hatchback,rear,4,glass_damage,0.262,0,4.28,6800
Kia,Mid,Sedan,side,13,lamp_broken,0.164,0,2.58,12200
Renault,Economy,Hatchback,rear,8,dent,0.082,0,2.47,2700
Audi,Luxury,SUV,side,4,glass_damage,0.18,0,36.1,57300
MG,Mid,Sedan,front,4,dent,0.195,1,8.37,33200
Tata,Economy,Sedan,rear,8,lamp_broken,0.064,0,3.42,3600
Hyundai,Economy,Hatchback,rear,4,dent,0.115,0,4.21,3500
Tata,Economy,Hatchback,rear,0,dent,0.181,0,5.87,5600
Skoda,Mid,Hatchback,rear,5,scratch,0.034,0,5.32,1800
Volvo,Luxury,SUV,side,8,glass_damage,0.125,0,23.33,50200
Tata,Economy,Hatchback,front,1,scratch,0.235,0,4.72,3100
Maruti Suzuki,Economy,Hatchback,front,5,dent,0.13,0,3.33,5400
Hyundai,Economy,Hatchback,rear,6,lamp_broken,0.023,0,3.15,2400
Jaguar,Luxury,Sedan,rear,5,scratch,0.047,0,23.71,5200
Volvo,Luxury,Sedan,front,5,glass_damage,0.204,1,20.78,94900
BMW,Luxury,SUV,side,3,lamp_broken,0.174,0,41.07,42600
Tata,Economy,SUV,rear,2,scratch,0.159,0,7.59,2900
Renault,Economy,Hatchback,side,2,lamp_broken,0.229,0,4.67,8100
Hyundai,Economy,Hatchback,front,3,scratch,0.226,0,4.09,3000
Hyundai,Economy,Hatchback,front,3,damaged_tire,0.14,0,4.36,4500
Kia,Mid,SUV,rear,9,dent,0.098,0,5.94,7400
Hyundai,Economy,Hatchback,rear,3,damaged_tire,0.089,0,4.53,3300
Hyundai,Economy,Sedan,front,4,glass_damage,0.162,0,5.71,9100
Skoda,Mid,Sedan,front,5,dent,0.111,0,8.51,11100
Nissan,Economy,Hatchback,rear,5,damaged_tire,0.11,0,3.74,3500
Hyundai,Economy,Sedan,front,10,lamp_broken,0.072,0,2.23,4800
Renault,Economy,Sedan,rear,2,scratch,0.043,0,6.66,1500
Tata,Economy,SUV,front,6,glass_damage,0.124,0,5.88,9800
Hyundai,Economy,SUV,front,1,glass_damage,0.067,0,10.19,10500
Volvo,Luxury,SUV,side,7,scratch,0.177,0,25.51,15000
Mercedes,Luxury,SUV,front,14,scratch,0.102,0,10.37,10500
Nissan,Economy,SUV,rear,8,dent,0.194,0,4.42,6100
Toyota,Mid,Sedan,front,4,glass_damage,0.23,0,8.38,18500
Kia,Mid,Hatchback,rear,6,glass_damage,0.205,1,4.78,28100
Mercedes,Luxury,SUV,rear,1,dent,0.034,0,43.51,16000
BMW,Luxury,SUV,side,2,dent,0.238,0,45.31,36300
BMW,Luxury,Sedan,front,6,glass_damage,0.075,0,21.38,41600
Renault,Economy,Hatchback,front,2,scratch,0.07,0,4.73,1900
Audi,Luxury,SUV,rear,8,lamp_broken,0.214,0,23.36,41700
Renault,Economy,Sedan,rear,15,scratch,0.09,0,1.5,1300
Renault,Economy,Hatchback,front,10,dent,0.051,0,1.71,3100
Honda,Mid,Hatchback,side,2,dent,0.167,0,7.18,10900
